kommun;year;value
1267;2019;21.88
1267;2020;21.88
1267;2021;21.75
1267;2022;21.75
1267;2023;21.75
1267;2024;21.75
1267;2025;21.75
1267;2026;21.45
1270;2015;20.61
1270;2016;20.61
1270;2017;20.61
1270;2018;20.61
1270;2019;20.61
1270;2020;20.61
1270;2021;20.61
1270;2022;20.61
1270;2023;20.61
1270;2024;20.61
1270;2025;20.61
1270;2026;20.61
1272;2015;21.76
1272;2016;21.76
1272;2017;21.76
1272;2018;21.76
1272;2019;21.76
1272;2020;21.76
1272;2021;22.56
1272;2022;22.56
1272;2023;22.56
1272;2024;22.56
1272;2025;22.56
1272;2026;22.56
1273;2015;22.26
1273;2016;22.26
1273;2017;22.26
1273;2018;22.26
1273;2019;22.26
1273;2020;22.26
1273;2021;22.26
1273;2022;22.26
1273;2023;22.26
1273;2024;22.81
1273;2025;22.81
1273;2026;22.81
1275;2015;20.81
1275;2016;20.81
1275;2017;20.81
1275;2018;20.81
1275;2019;20.81
1275;2020;20.81
1275;2021;20.81
1275;2022;20.81
1275;2023;20.81
1275;2024;20.81
1275;2025;20.81
1275;2026;20.81
1276;2015;20.75
1276;2016;20.75
1276;2017;20.75
1276;2018;20.75
1276;2019;20.75
1276;2020;20.75
1276;2021;20.75
1276;2022;20.75
1276;2023;20.75
1276;2024;20.75
1276;2025;20.75
1276;2026;20.75
1277;2015;20.29
1277;2016;20.29
1277;2017;20.29
1277;2018;20.29
1277;2019;20.29
1277;2020;20.29
1277;2021;20.29
1277;2022;20.29
1277;2023;20.29
1277;2024;20.29
1277;2025;20.29
1277;2026;20.29
1278;2015;20.23
1278;2016;20.23
1278;2017;20.23
1278;2018;20.23
1278;2019;20.23
1278;2020;20.23
1278;2021;20.23
1278;2022;20.23
1278;2023;20.23
1278;2024;20.23
1278;2025;20.23
1278;2026;20.23
1280;2015;21.24
